,GEO.id_x,GEO.id2,GEO.display-label_x,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,zip,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402,city,state,latitude,longitude,timezone,dst,GEO.id_y,GEO.display-label_y,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
74,0400000US25,25,Massachusetts,8710000US2502135,2502135,Massachusetts - ZCTA 02135,02135,42780,20834,2.86,0.22,2.63,16236.4,7907.2,Brighton,MA,42.348418,-71.15349,-5,1,8610000US02135,"ZIP 02135 (Brighton, MA)",00,Total for all sectors,2012,720,16030.0,203647,794776
75,0400000US25,25,Massachusetts,8710000US2502136,2502136,Massachusetts - ZCTA 02136,02136,28488,11092,4.70,0.11,4.59,6206.9,2416.7,Hyde Park,MA,42.252198,-71.12593,-5,1,8610000US02136,"ZIP 02136 (Hyde Park, MA)",00,Total for all sectors,2012,417,4070.0,40494,175193
76,0400000US25,25,Massachusetts,8710000US2502138,2502138,Massachusetts - ZCTA 02138,02138,36314,14949,3.06,0.32,2.74,13251.2,5455.0,Cambridge,MA,42.379146,-71.12803,-5,1,8610000US02138,"ZIP 02138 (Cambridge, MA)",00,Total for all sectors,2012,1134,48061.0,600135,2599712
77,0400000US25,25,Massachusetts,8710000US2502139,2502139,Massachusetts - ZCTA 02139,02139,36349,15402,1.70,0.14,1.56,23354.7,9896.0,Cambridge,MA,42.364347,-71.10431,-5,1,8610000US02139,"ZIP 02139 (Cambridge, MA)",00,Total for all sectors,2012,1039,45991.0,1065345,4352243
78,0400000US25,25,Massachusetts,8710000US2502140,2502140,Massachusetts - ZCTA 02140,02140,17607,8638,1.17,0.02,1.15,15262.0,7487.5,Cambridge,MA,42.393327,-71.12837,-5,1,8610000US02140,"ZIP 02140 (Cambridge, MA)",00,Total for all sectors,2012,486,8214.0,175839,652143
79,0400000US25,25,Massachusetts,8710000US2502141,2502141,Massachusetts - ZCTA 02141,02141,11910,6596,0.65,0.01,0.64,18612.0,10307.7,Cambridge,MA,42.370519,-71.08443,-5,1,8610000US02141,"ZIP 02141 (Cambridge, MA)",00,Total for all sectors,2012,473,8816.0,131466,532310
80,0400000US25,25,Massachusetts,8710000US2502142,2502142,Massachusetts - ZCTA 02142,02142,3141,1794,0.50,0.22,0.28,11359.2,6487.9,Cambridge,MA,42.362297,-71.08412,-5,1,8610000US02142,"ZIP 02142 (Cambridge, MA)",00,Total for all sectors,2012,500,16418.0,528530,1827124
81,0400000US25,25,Massachusetts,8710000US2502143,2502143,Massachusetts - ZCTA 02143,02143,24514,11752,1.54,0.01,1.54,15945.2,7644.1,Somerville,MA,42.381929,-71.09908,-5,1,8610000US02143,"ZIP 02143 (Somerville, MA)",00,Total for all sectors,2012,582,9830.0,96546,401848
82,0400000US25,25,Massachusetts,8710000US2502144,2502144,Massachusetts - ZCTA 02144,02144,23891,11389,1.08,0.00,1.08,22082.2,10526.8,Somerville,MA,42.399546,-71.12165,-5,1,8610000US02144,"ZIP 02144 (Somerville, MA)",00,Total for all sectors,2012,415,4389.0,47217,211230
83,0400000US25,25,Massachusetts,8710000US2502145,2502145,Massachusetts - ZCTA 02145,02145,25439,10520,1.49,0.09,1.40,18225.1,7536.8,Somerville,MA,42.390846,-71.09225,-5,1,8610000US02145,"ZIP 02145 (Somerville, MA)",00,Total for all sectors,2012,327,3797.0,36519,157723
84,0400000US25,25,Massachusetts,8710000US2502148,2502148,Massachusetts - ZCTA 02148,02148,59503,25191,5.08,0.04,5.04,11796.9,4994.3,Malden,MA,42.428549,-71.06059,-5,1,8610000US02148,"ZIP 02148 (Malden, MA)",00,Total for all sectors,2012,937,12405.0,115539,458250
