,stationid,duration,nrides,ndays,lat,lng,originpop,originwork,originsubway,destpop,destwork,destsubway,ridesperday
120,124.0,780.0,201.0,32.0,42.310579,-71.107341,232.189235999,88.7480962245,30.9186274095,4.39651737198,7.32927213897,1.74279167656,6.28125
121,125.0,735.0,115.0,30.0,42.322913,-71.100164,125.664259661,40.8546865793,62.8522483099,6.85249639007,11.969819959,2.78732035957,3.83333333333
122,126.0,900.0,2477.0,186.0,42.339335,-71.13493,111.769372115,33.613776141,24.9789190437,5.7298148849,8.78599396533,2.07691578916,13.3172043011
123,127.0,780.0,2434.0,167.0,42.346563,-71.128374,243.542579105,85.0426656426,36.8333362211,6.81077307248,11.0550553565,2.59316913366,14.5748502994
124,128.0,570.0,14095.0,201.0,42.362457,-71.08497,151.224949134,344.373290205,120.054858362,9.65181794411,21.2327000388,5.19985455107,70.1243781095
125,129.0,660.0,2674.0,197.0,42.369832,-71.118201,169.850982744,187.128872499,95.712322796,7.28453591827,12.0117548839,2.84552534576,13.5736040609
126,130.0,510.0,4178.0,172.0,42.376369,-71.114025,178.345980186,181.907951818,85.859028869,6.9745427362,11.5739809643,2.81388429724,24.2906976744
127,131.0,780.0,5201.0,207.0,42.356954,-71.113687,204.209790633,223.113153263,8.92445434184,8.83263327533,15.2850327722,3.68997553675,25.1256038647
128,132.0,600.0,3887.0,189.0,42.377945,-71.116865,195.741981874,214.242098672,90.9183583655,6.62149431108,10.6953263986,2.61516984932,20.5661375661
129,133.0,480.0,3533.0,208.0,42.380287,-71.125107,280.886374219,336.906492469,21.5213150108,5.99723398671,9.01493237434,2.32107730767,16.9855769231
130,134.0,210.0,1398.0,108.0,42.397828,-71.130516,217.700165283,78.4202118453,26.8973465033,3.78903570467,5.18582817046,1.35765582547,12.9444444444
131,135.0,480.0,3261.0,109.0,42.370803,-71.104412,243.991134384,262.757898355,39.4490438511,8.18000383463,14.9167209212,3.69342333906,29.9174311927
132,136.0,600.0,1696.0,81.0,42.366095,-71.086388,163.614247136,279.829669166,78.426102996,9.20724090284,19.8954931177,4.87298755793,20.9382716049
133,137.0,600.0,4279.0,120.0,42.387995,-71.119084,205.140785022,149.144354842,77.0638183148,5.60057986526,8.53459010793,2.19474038959,35.6583333333
134,138.0,720.0,2608.0,206.0,42.385582,-71.113341,164.332752204,113.129402152,26.1398648046,6.14949852093,9.82067321576,2.52195642349,12.6601941748
135,139.0,690.0,5377.0,212.0,42.396969,-71.123024,264.282133398,87.859866316,100.127204111,4.15218585787,6.15920638602,1.55962121977,25.3632075472
136,140.0,600.0,1008.0,197.0,42.400146,-71.112708,154.605494524,37.3084424719,8.82183792259,4.241884992,6.49407770749,1.68807843896,5.11675126904
137,141.0,720.0,1216.0,201.0,42.400877,-71.116772,197.170434527,49.2456883992,23.6801314751,3.96205029828,5.96267119387,1.54697941303,6.04975124378
138,142.0,330.0,883.0,101.0,42.40449,-71.123413,180.717191325,44.9567661807,6.5649262738,3.32454127001,4.61902169264,1.22739451498,8.74257425743
139,143.0,600.0,757.0,100.0,42.39082,-71.10942,151.674597261,55.0000326193,8.63364202035,5.649787411,9.04928923822,2.32761257931,7.57
140,144.0,180.0,1319.0,100.0,42.402763,-71.126908,191.032984861,51.9488349756,11.4078627777,3.36533547336,4.62657106333,1.22569422207,13.19
141,145.0,795.0,142.0,34.0,42.394002,-71.120406,243.090897395,96.7929586849,102.160030519,4.697118921,7.0865371174,1.79085906812,4.17647058824
