,id,terminal,station,municipal,lat,lng,status,originpop,originwork,originsubway,destpop,destwork,destsubway
116,120,E32001,JP Monument - South St at Centre St,Boston,42.309467,-71.115645,Existing,32792.8914869,12754.6114899,1386.57877071,59553.0837572,81169.7137836,31575.3478839
117,121,E32002,JP Centre - Centre Street at Myrtle Street,Boston,42.31309,-71.114175,Existing,31763.7135846,12321.2807231,1149.68461164,63370.4527585,94779.1726833,32761.4115518
118,122,E32003,Hyde Square at Barbara St,Boston,42.320998,-71.110833,Existing,13792.2984319,5104.88932334,1447.93711144,76699.1035909,140816.922465,34866.7355713
119,123,E32004,Egleston Square at Columbus Ave,Boston,42.315692,-71.098634,Existing,18829.5386555,5746.87205837,2693.26627611,81875.9073583,166397.089105,41091.8705636
120,124,E32005,Green St T,Boston,42.310579,-71.107341,Existing,32970.8715118,12602.2296639,3895.7470536,66461.6968507,106701.028829,36056.2886369
121,125,E32006,Jackson Square T at Centre St,Boston,42.322913,-71.100164,Existing,17844.3248718,5801.36549426,7919.38328705,96294.8567683,216776.682117,44115.5697199
122,126,K32002,Washington Square at Washington St. / Beacon St.,Brookline,42.339335,-71.13493,Existing,15871.2508403,4773.15621202,3147.34379951,91895.4258028,66670.6002559,10992.3827412
123,127,K32004,JFK Crossing at Harvard St. / Thorndike St.,Brookline,42.346563,-71.128374,Existing,34583.0462329,12076.0585213,4641.00036386,114301.875322,110091.127839,22018.3123499
124,128,M32004,Kendall T at Main St,Cambridge,42.362457,-71.08497,Existing,21473.942777,48901.0072092,15126.9121537,259877.424024,515094.858255,112922.421226
125,129,M32015,Harvard University River Houses / Plympton St at Memorial Drive,Cambridge,42.369832,-71.118201,Existing,24118.8395497,26572.2998949,12059.7526723,128983.072434,211688.073312,58752.6816846
126,130,M32021,Harvard University Gund Hall at Quincy St / Kirkland S,Cambridge,42.376369,-71.114025,Existing,25325.1291865,25830.9291582,10818.2376375,121602.019711,197478.287942,56792.9867193
127,131,M32022,Lower Cambridgeport at Magazine St/Riverside Rd,Cambridge,42.356954,-71.113687,Existing,28997.7902699,31682.0677633,1124.48124707,157232.60089,255751.885689,63854.5641117
128,132,M32023,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,Cambridge,42.377945,-71.116865,Existing,27795.3614261,30422.3780114,11455.713154,113031.306862,175776.514775,50880.1084687
129,133,M32024,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,Cambridge,42.380287,-71.125107,Existing,39885.8651391,47840.7219306,2711.68569136,93603.5785651,131615.290864,38251.7253545
130,134,M32025,Mass Ave / Linear Park,Cambridge,42.397828,-71.130516,Existing,30913.4234702,11135.670082,3389.06565942,54723.4141371,47072.4397526,18088.7678488
131,135,M32026,359 Broadway - Broadway at Fayette Street,Cambridge,42.370803,-71.104412,Existing,34646.7410826,37311.6215665,4970.57952523,155285.584644,284250.546277,77854.3222868
132,136,M32027,Biogen Idec - Binney St / Sixth St,Cambridge,42.366095,-71.086388,Existing,23233.2230934,39735.8130215,9881.6889775,234407.172467,459557.26542,106283.825024
133,137,M32029,Porter Square Station,Cambridge,42.387995,-71.119084,Existing,29129.9914732,21178.4983875,9710.04110766,85720.9485574,105342.668913,32805.5687529
134,138,S32005,Wilson Square,Somerville,42.385582,-71.113341,Existing,23335.250813,16064.3751055,3293.62296538,98350.5635313,131486.937372,39505.6369222
135,139,S32006,Davis Square,Somerville,42.396969,-71.123024,Existing,37528.0629425,12476.1010169,12616.027718,62994.4408317,57525.3935915,21152.153032
136,140,S32007,Ball Square,Somerville,42.400146,-71.112708,Existing,21953.9802224,5297.79883101,1111.55157825,63489.6259785,53540.4555088,19597.8079055
137,141,S32008,Powder House Circle,Somerville,42.400877,-71.116772,Existing,27998.2017028,6992.88775268,2983.69656587,60381.7425114,48863.1448318,18986.3420339
138,142,S32009,Packard Ave / Powderhouse Blvd,Somerville,42.40449,-71.123413,Existing,25661.8411682,6383.86079766,827.180710499,51374.9239657,35906.5430534,16103.5303226
139,143,S32010,Somerville Hospital at Highland Ave / Crocker St,Somerville,42.39082,-71.10942,Existing,21537.7928111,7810.00463194,1087.83889456,87524.5087891,101341.192415,31036.1541337
140,144,S32011,Teele Square at 239 Holland St,Somerville,42.402763,-71.126908,Existing,27126.6838503,7376.73456654,1437.39070999,51334.6152407,37779.1178633,16282.3069915
141,145,S32012,Summer St at Cutter St,Somerville,42.394002,-71.120406,Existing,34518.9074301,13744.6001333,12872.1638454,71060.1489997,72347.9948135,24689.4441393
