,stationid,duration,nrides,ndays,lat,lng,originpop,originwork,originsubway,destpop,destwork,destsubway,ridesperday
117,121.0,870.0,213.0,43.0,42.31309,-71.114175,2936357.17506,,577395.755596,425068846.56,,86237783.2965,4.95348837209
118,122.0,930.0,320.0,43.0,42.320998,-71.110833,2901420.69689,,577650.992714,427081252.251,,86628324.9951,7.44186046512
119,123.0,900.0,99.0,38.0,42.315692,-71.098634,2906748.51113,,579238.730081,428306520.682,,86884366.7231,2.60526315789
120,124.0,780.0,201.0,32.0,42.310579,-71.107341,2938465.58261,,582572.663551,425615800.394,,86352494.3076,6.28125
121,125.0,735.0,115.0,30.0,42.322913,-71.100164,2906174.14106,,588737.177635,430809169.126,,87379270.0136,3.83333333333
122,126.0,900.0,2477.0,186.0,42.339335,-71.13493,2903147.65851,,580507.26637,427675380.963,,86684198.9586,13.3172043011
123,127.0,780.0,2434.0,167.0,42.346563,-71.128374,2933786.56541,,581624.782723,431603024.345,,87476417.8682,14.5748502994
124,128.0,570.0,14095.0,201.0,42.362457,-71.08497,2912161.88614,,600940.306941,449893407.949,,91250138.9921,70.1243781095
125,129.0,660.0,2674.0,197.0,42.369832,-71.118201,2914212.70884,,591843.955155,435268584.198,,88286084.3285,13.5736040609
126,130.0,510.0,4178.0,172.0,42.376369,-71.114025,2914573.53243,,589838.13495,434899244.412,,88211251.4074,24.2906976744
127,131.0,780.0,5201.0,207.0,42.356954,-71.113687,2918948.09868,,577287.70889,437291419.296,,88685357.569,25.1256038647
128,132.0,600.0,3887.0,189.0,42.377945,-71.116865,2919769.72484,,590808.109568,434140658.817,,88050563.7355,20.5661375661
129,133.0,480.0,3533.0,208.0,42.380287,-71.125107,2948645.96878,,578917.192006,432231405.659,,87653135.7002,16.9855769231
130,134.0,210.0,1398.0,108.0,42.397828,-71.130516,2930335.91407,,579765.258289,428456183.198,,86875736.6791,12.9444444444
131,135.0,480.0,3261.0,109.0,42.370803,-71.104412,2931773.10303,,581814.80584,438190343.321,,88904845.3638,29.9174311927
132,136.0,600.0,1696.0,81.0,42.366095,-71.086388,2916396.67135,,589450.682028,447067193.838,,90685175.7275,20.9382716049
133,137.0,600.0,4279.0,120.0,42.387995,-71.119084,2920197.83492,,592094.552006,432153127.112,,87629540.543,35.6583333333
134,138.0,720.0,2608.0,206.0,42.385582,-71.113341,2911599.8797,,580018.549907,432857708.522,,87776546.0611,12.6601941748
135,139.0,690.0,5377.0,212.0,42.396969,-71.123024,2944204.15155,,596880.81115,430043908.142,,87195824.132,25.3632075472
136,140.0,600.0,1008.0,197.0,42.400146,-71.112708,2914354.05142,,577234.428382,428336813.819,,86850402.9079,5.11675126904
137,141.0,720.0,1216.0,201.0,42.400877,-71.116772,2926692.02983,,579428.233814,428538362.662,,86891429.6294,6.04975124378
138,142.0,330.0,883.0,101.0,42.40449,-71.123413,2921557.22255,,576929.314851,427092374.159,,86600771.5099,8.74257425743
139,143.0,600.0,757.0,100.0,42.39082,-71.10942,2909574.66892,,577214.287701,431365486.492,,87465678.9287,7.57
140,144.0,180.0,1319.0,100.0,42.402763,-71.126908,2924246.54469,,577593.736871,427432543.722,,86668988.1663,13.19
141,145.0,795.0,142.0,34.0,42.394002,-71.120406,2934553.3905,,594873.904327,430956785.902,,87381422.9594,4.17647058824
