,id,terminal,station,municipal,lat,lng,status,originpop,originwork,originsubway,destpop,destwork,destsubway
85,89,M32020,Harvard Law School at Mass Ave / Jarvis St,Cambridge,42.379011,-71.119945,Existing,229.009698779,265.665562259,70.5710519683,36.1005371105,34.769586176,10.6921093415
86,90,M32001,Lechmere Station at Cambridge St / First St,Cambridge,42.3707,-71.07711,Existing,144.575986791,235.137131914,67.861912387,45.5221404303,127.334743262,31.700591401
87,91,M32002,One Kendall Square at Hampshire St / Portland St,Cambridge,42.366277,-71.09169,Existing,199.106086051,283.939186797,48.3210152126,57.8122014796,117.432831259,28.1407195309
88,92,C32014,University of Massachusetts Boston,Boston,42.311819,-71.035705,Existing,16.6529197914,4.93162110094,0.0363885305041,4.27569895488,3.33793996016,0.929604787995
89,93,C32013,JFK / UMASS Station,Boston,42.320494,-71.051122,Existing,187.750864002,56.0574313174,67.9522258506,16.2417803597,21.0240599269,5.27550330338
90,94,D32020,Charlestown - Main St at Austin St,Boston,42.375603,-71.064608,Existing,144.577679741,163.331946691,15.6290442499,29.1718433001,101.783352245,25.1440733702
91,95,M32007,Cambridge St - at Columbia St / Webster Ave,Cambridge,42.372969,-71.094445,Existing,209.721557685,187.054129989,3.0299347683,46.3196416383,78.1017472291,18.9305881255
92,96,M32013,Cambridge Main Library at Broadway / Trowbridge St,Cambridge,42.373379,-71.111075,Existing,188.152886929,192.51680422,49.9393220194,45.2618777542,53.4457457921,14.2630540334
93,97,M32015,Harvard  University River Houses at DeWolfe St / Cowperthwaite St,Cambridge,42.369182,-71.117152,Removed,172.846091096,190.033649806,73.0327245137,44.5664852985,51.8165733359,13.7564613802
94,98,D32021,Charlestown - Warren St at Chelsea St,Boston,42.371848,-71.060292,Existing,138.314354085,315.825235026,9.5501867788,33.80903011,130.394039334,33.0314275094
95,99,B32008,Mayor Thomas M. Menino - Government Center,Boston,42.35892,-71.057629,Existing,180.701872719,1158.00100252,465.830955361,52.6641411499,208.10341684,55.3489606151
96,100,B32017,Dudley Square,Boston,42.328654,-71.084198,Existing,256.602443465,121.244763344,38.3978735723,48.9725608947,77.9239961969,17.381410807
97,101,B32020,BIDMC - Brookline at Burlington St,Boston,42.345733,-71.100694,Existing,367.534393709,681.233619387,79.1277386444,69.9007894956,124.005943311,25.9418356821
98,102,C32002,Boston Medical Center -  East Concord at Harrison Ave,Boston,42.336437,-71.073089,Existing,264.294069062,276.579222735,28.6428644933,62.5899447739,134.521081378,32.8641003539
99,103,C32008,Boylston at Fairfield,Boston,42.348762,-71.082383,Existing,279.317804909,703.833759899,196.081040512,81.5031419321,195.302553292,47.2625831602
100,104,C32012,Andrew Station - Dorchester Ave at Humboldt Pl,Boston,42.330716,-71.057044,Existing,165.480397826,73.3442727441,50.2533689307,34.5196729406,71.2740349548,18.00570083
101,105,C32015,Mt Pleasant Ave / Dudley Town Common,Boston,42.325333,-71.075354,Existing,188.75864391,66.2075949444,2.77037512207,38.8849708313,58.794545212,13.620853585
102,106,C32016,West Broadway at Dorchester St,Boston,42.335693,-71.045859,Existing,236.723937744,136.049948692,1.34675860774,26.8735078081,73.7456619036,18.8732808028
103,107,C32017,South Boston Library - 646 East Broadway,Boston,42.335741,-71.03877,Existing,179.312832335,99.7077030786,0.0516954688958,18.5872512263,53.3539598276,13.3245823357
104,108,C32018,E. Cottage St at Columbia Rd,Boston,42.320561,-71.06198,Existing,218.297217906,64.7098205089,11.5165559288,22.8942485753,29.6040633006,7.19112973524
105,109,C32019,Upham's Corner - Ramsey St at Dudley St,Boston,42.317225,-71.065421,Existing,217.002764707,59.7776974698,1.28100443484,19.633132087,21.8509425776,5.24040551357
106,110,D32001,New Balance - Guest St. at Life St.,Boston,42.356975,-71.145442,Existing,164.007079715,65.7669928975,0.932772413163,16.2486231909,12.6179573037,3.24001335141
107,111,D32003,TD Garden - Causeway at Portal Park #2,Boston,42.366222,-71.059914,Existing,166.266629466,724.612601493,95.9784704792,44.3010135717,174.397461535,45.405881351
108,112,D32004,Franklin St. / Arch St.,Boston,42.355402,-71.058087,Existing,181.449607536,1141.58962239,532.888136447,56.433259586,214.701999515,57.3506520417
109,113,D32016,Charles Circle - Charles St. at Cambridge St.,Boston,42.36069,-71.070884,Existing,204.478909647,785.716820485,138.211976646,64.1710306974,208.836308168,54.3077243725
110,114,D32022,TD Garden - Causeway at Portal Park #1,Boston,42.365942,-71.060515,Existing,170.662543703,744.073973877,105.153701706,45.4129455176,177.249599639,46.1910208207
111,115,D32023,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,Boston,42.378338,-71.048927,Existing,59.0752472767,60.1446578844,0.48030715952,15.6246329722,65.574749544,15.7631394748
112,116,D32024,Charles St at Beacon St,Boston,42.356052,-71.069849,Existing,239.352348025,932.614119842,185.516690964,70.352924748,225.668183689,59.0457986826
113,117,D32025,Milk St at India St,Boston,42.358508,-71.052984,Existing,136.863667253,1056.57895344,245.898044341,46.1445871574,192.50450655,51.1347829164
114,118,D32026,Hayes Square at Vine St.,Boston,42.377022,-71.056605,Existing,102.40841138,115.133915988,0.43375661576,22.1223795852,86.2612398608,21.0965573726
115,119,D32027,New Balance Store - Boylston at Dartmouth,Boston,42.350413,-71.07655,Existing,274.776612793,768.260630923,248.492155916,79.3984119465,213.526467806,53.8612188735
116,120,E32001,JP Monument - South St at Centre St,Boston,42.309467,-71.115645,Existing,230.935855541,89.8212076756,11.0045934183,9.89563889394,6.43609465574,1.61681550052
117,121,E32002,JP Centre - Centre Street at Myrtle Street,Boston,42.31309,-71.114175,Existing,223.688123835,86.7695825568,9.12448104473,12.8016360143,9.74652894375,2.35766282587
118,122,E32003,Hyde Square at Barbara St,Boston,42.320998,-71.110833,Existing,97.1288621965,35.9499248122,11.4915643765,22.3405079019,23.4846568204,5.135753935
119,123,E32004,Egleston Square at Columbus Ave,Boston,42.315692,-71.098634,Existing,132.602384898,40.4709299885,21.3751291755,19.9636737909,19.5077073093,4.46929963018
120,124,E32005,Green St T,Boston,42.310579,-71.107341,Existing,232.189235999,88.7480962245,30.9186274095,12.5812025925,9.30105168757,2.29261448478
121,125,E32006,Jackson Square T at Centre St,Boston,42.322913,-71.100164,Existing,125.664259661,40.8546865793,62.8522483099,31.3522629716,38.4657694572,8.23993377181
122,126,K32002,Washington Square at Washington St. / Beacon St.,Brookline,42.339335,-71.13493,Existing,111.769372115,33.613776141,24.9789190437,19.6593047264,18.5694295822,4.12129054518
123,127,K32004,JFK Crossing at Harvard St. / Thorndike St.,Brookline,42.346563,-71.128374,Existing,243.542579105,85.0426656426,36.8333362211,31.78713596,35.0212518205,7.41867865257
124,128,M32004,Kendall T at Main St,Cambridge,42.362457,-71.08497,Existing,151.224949134,344.373290205,120.054858362,65.2664284374,159.86501897,39.1978307422
125,129,M32015,Harvard University River Houses / Plympton St at Memorial Drive,Cambridge,42.369832,-71.118201,Existing,169.850982744,187.128872499,95.712322796,43.3212951343,49.2044107618,13.2905267699
126,130,M32021,Harvard University Gund Hall at Quincy St / Kirkland S,Cambridge,42.376369,-71.114025,Existing,178.345980186,181.907951818,85.859028869,41.4193580503,44.3450498356,12.5672859339
127,131,M32022,Lower Cambridgeport at Magazine St/Riverside Rd,Cambridge,42.356954,-71.113687,Existing,204.209790633,223.113153263,8.92445434184,53.4985307396,75.6941593078,16.6370155104
128,132,M32023,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,Cambridge,42.377945,-71.116865,Existing,195.741981874,214.242098672,90.9183583655,38.7425617554,39.0581812279,11.5610010877
129,133,M32024,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,Cambridge,42.380287,-71.125107,Existing,280.886374219,336.906492469,21.5213150108,31.3901858923,28.5881955394,9.25877783531
130,134,M32025,Mass Ave / Linear Park,Cambridge,42.397828,-71.130516,Existing,217.700165283,78.4202118453,26.8973465033,16.4902219744,9.56256732714,3.85038988228
131,135,M32026,359 Broadway - Broadway at Fayette Street,Cambridge,42.370803,-71.104412,Existing,243.991134384,262.757898355,39.4490438511,49.8165075019,69.6714378751,17.2836594181
132,136,M32027,Biogen Idec - Binney St / Sixth St,Cambridge,42.366095,-71.086388,Existing,163.614247136,279.829669166,78.426102996,57.9833526819,134.499059377,32.809162981
133,137,M32029,Porter Square Station,Cambridge,42.387995,-71.119084,Existing,205.140785022,149.144354842,77.0638183148,29.0883942182,23.0999947586,7.76272504828
134,138,S32005,Wilson Square,Somerville,42.385582,-71.113341,Existing,164.332752204,113.129402152,26.1398648046,32.7371598099,28.6332978128,8.88522709664
135,139,S32006,Davis Square,Somerville,42.396969,-71.123024,Existing,264.282133398,87.859866316,100.127204111,20.1252062238,12.2330942549,4.69293279399
136,140,S32007,Ball Square,Somerville,42.400146,-71.112708,Existing,154.605494524,37.3084424719,8.82183792259,17.9314132619,10.2879688604,3.78063926165
137,141,S32008,Powder House Circle,Somerville,42.400877,-71.116772,Existing,197.170434527,49.2456883992,23.6801314751,17.5766300792,9.70373776061,3.73366300824
138,142,S32009,Packard Ave / Powderhouse Blvd,Somerville,42.40449,-71.123413,Existing,180.717191325,44.9567661807,6.5649262738,14.0080245982,6.82254965645,2.85873517798
139,143,S32010,Somerville Hospital at Highland Ave / Crocker St,Somerville,42.39082,-71.10942,Existing,151.674597261,55.0000326193,8.63364202035,26.9052080296,20.9693923707,6.59408938747
140,144,S32011,Teele Square at 239 Holland St,Somerville,42.402763,-71.126908,Existing,191.032984861,51.9488349756,11.4078627777,14.5288653357,7.36168674088,3.08012052706
141,145,S32012,Summer St at Cutter St,Somerville,42.394002,-71.120406,Existing,243.090897395,96.7929586849,102.160030519,23.3542723718,15.6322091504,5.68376231387
